Title	Creator	Publisher	Date Original	Description	Note	Topical Subject (LCTGM)	Topical Subject (LCSH)	Personal Name Subject	Corporate Name Subject	Railroad Line	Geographic Subject	Chronological Subject	Type (DCMIType)	Type (AAT)	Type (IMT)	Digital Collection	Contributing Institution	Archival Collection	Collection Identifier	Collection Guide	Scrapbook	Rights Management	Contact Information	Height (cm)	Width (cm)	Digitization Specifications	Date Digital	File Name	Compound Object	Latitude	Longitude	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
"New Boston, IA. ATSF"	unknown		1962-01-01	Sign for New Boston next to tracks.		Railroad stations				"Atchison, Topeka, and Santa Fe Railroad Company"	United States -- Iowa -- Lee County -- New Boston	1960-1970	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	9	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,028,072 bytes, 1874 x 2143; JPEG image: 157,489 bytes"	12/13/2005	44newboston02.jpg				12/20/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1179"	1179	1176.jpg	/railroadiana/image/1176.jpg
"Pilot Grove, Iowa. CBQ"	unknown		1952-03-22	Single story wooden depot with sign for Pilot Grove.  House and garage behind depot.		Railroad stations; Buildings				"Chicago, Burlington & Quincy Railroad Company"	United States -- Iowa -- Lee County -- Pilot Grove	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,498,456 bytes, 1701 x 2638; JPEG image: 116,833 bytes"	12/13/2005	44pilotgrove01.jpg				12/20/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1180"	1180	1177.jpg	/railroadiana/image/1177.jpg
"Sand Prairie, Iowa. CRIP"	unknown		1955-07-10	"Sign for Sand Prairie near tracks.  Buildings in distance. ""Signboard at Sand Prairie, Ia""--Photograph verso."		Railroad stations				"Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Lee County -- Sand Prairie	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,634,316 bytes, 1749 x 2643; JPEG image: 129,833 bytes"	12/13/2005	44sandprairie01.jpg				12/20/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1181"	1181	1178.jpg	/railroadiana/image/1178.jpg
"Sandusky, IA. CBQ"	unknown		1924-04	Sign for Sandusky near tracks.	Original photo blurry.	Railroad stations				"Chicago, Burlington & Quincy Railroad Company"	United States -- Iowa -- Lee County -- Sandusky	1920-1930	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,606,068 bytes, 1825 x 2578; JPEG image: 121,370 bytes"	12/13/2005	44sandusky01.jpg				12/20/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1182"	1182	1179.jpg	/railroadiana/image/1179.jpg
"Shopton, Iowa. ATSF"	unknown		1953-04	Single story wooden depot with carts on platform.		Railroad stations; Buildings; Carriages & coaches				"Atchison, Topeka, and Santa Fe Railroad Company"	United States -- Iowa -- Lee County -- Shopton	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	11	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,386,916 bytes, 1687 x 2594; JPEG image: 111,710 bytes"	12/13/2005	44shopton01.jpg				12/20/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1183"	1183	1180.jpg	/railroadiana/image/1180.jpg
"Shopton, IA. ATSF"	unknown		1953-04	"Tower in distance.  Train cars and automobile.  Water tower. Switch next to tracks. ""ATSF East Tower, Shopton'--Photograph verso."		Railroad stations; Water towers; Railroad cars; Buildings; Railroad switching				"Atchison, Topeka, and Santa Fe Railroad Company"	United States -- Iowa -- Lee County -- Shopton	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,389,224 bytes, 1675 x 2614; JPEG image: 105,227 bytes"	12/13/2005	44shopton02.jpg				12/20/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1184"	1184	1181.jpg	/railroadiana/image/1181.jpg
"Shopton, Iowa. ATSF"	unknown		1953-10	"Tower next to tracks. ""Tower B, south of Shopton, Ia""--Photograph verso."		Railroad stations; Buildings				"Atchison, Topeka, and Santa Fe Railroad Company"	United States -- Iowa -- Lee County -- Shopton	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	7	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,517,024 bytes, 1651 x 2730; JPEG image: 82,212 bytes"	12/13/2005	44shopton03.jpg				12/20/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1185"	1185	1182.jpg	/railroadiana/image/1182.jpg
"Dolliver, Iowa. CNW"	"Sims, Ronald D."		1989-03-10	"Grain elevator with letter L on it. [Loo]ks NW. Ron Sims photo, 2717 Cornell, DM IA 50313""--Photograph verso."		Railroad stations; Grain elevators				Chicago and North Western Railway Company	United States -- Iowa -- Emmet County -- Dolliver	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	9	13	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,773,268 bytes, 1812 x 2628; JPEG image: 117,216 bytes"	12/16/2005	42dolliver01.jpg				12/21/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1186"	1186	1183.jpg	/railroadiana/image/1183.jpg
"Gridley, Iowa. CNW"	"Sims, Ronald D."		1989-03-10	"Field with snow. [Loo]ks S. Ron Sims photo, 2717 Cornell, DM IA 50313""--Photograph verso."		Railroad stations				Chicago and North Western Railway Company	United States -- Iowa -- Emmet County -- Gridley	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,643,396 bytes, 1761 x 2631; JPEG image: 97,909 bytes"	12/16/2005	42gridley01.jpg				12/21/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1187"	1187	1184.jpg	/railroadiana/image/1184.jpg
"Gruver, Iowa. CNW"	"Sims, Ronald D."		1988-04-14	"Sign for Gruver on two posts to left of railroad tracks. Grain elevator in background with sign for Graves Grain Co, Gruver IA. [Vi]ew looks W. [Ro]n Sims photo, [27]17 Cornell, [D]M IA 50313""--Photograph verso."		Railroad stations; Grain elevators				Chicago and North Western Railway Company	United States -- Iowa -- Emmet County -- Gruver	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,792,036 bytes, 1806 x 2647; JPEG image: 119,022 bytes"	12/16/2005	42gruver02.jpg				12/21/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1188"	1188	1185.jpg	/railroadiana/image/1185.jpg
"Maple Hill, Iowa. CNW"	"Sims, Ronald D."		1988-04-14	"Sign for Maple Hill next to tracks. [Vie]w looks W. [Ron] Sims photo, [271]7 Cornell, [DM] IA 50313""--Photograph verso."		Railroad stations				Chicago and North Western Railway Company	United States -- Iowa -- Emmet County -- Maple Hill	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,873,652 bytes, 1822 x 2668; JPEG image: 147,661 bytes"	12/16/2005	42maplehill02.jpg				12/21/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1189"	1189	1186.jpg	/railroadiana/image/1186.jpg
"Estherville, Iowa. CNW"	"Sims, Ronald D."		1988-08-14	"Single story depot with sign for Northwestern. Railroad cars sitting on tracks behind depot. Grain elevator in background. Automobiles. [Vie]w looks NE. [Ro]n Sims photo, [27]17 Cornell, [DM] IA 50313""--Photograph verso."		Railroad stations; Buildings; Grain elevators; Railroad cars; Automobiles				Chicago and North Western Railway Company	United States -- Iowa -- Emmet County -- Estherville	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,687,448 bytes, 1766 x 2648; JPEG image: 116,418 bytes"	12/16/2005	42estherville02.jpg				12/21/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1190"	1190	1187.jpg	/railroadiana/image/1187.jpg
"Estherville, Iowa. MSTL"	"Sims, Ronald D."		1988-04-14	"Buildings and automobiles. ""[Vi]ew looks N. []d diesel shop bldg. [Ro]n Sims photo, [27]17 Cornell, [D]M IA 50313""--Photograph verso."		Railroad stations; Buildings; Automobiles				Minneapolis & St. Louis Railroad	United States -- Iowa -- Emmet County -- Estherville	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,500,548 bytes, 1708 x 2628; JPEG image: 136,584 bytes"	12/16/2005	42estherville03.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1191"	1191	1188.jpg	/railroadiana/image/1188.jpg
"Armstrong, Iowa. CNW"	"Sims, Ronald D."		1988-04-14	"Sign for ""Begin Gruver Block/End Armstrong Block"" next to railroad tracks. Railroad cars on tracks. Railroad signal. ""View looks W. Ron Sims photo, 2717 Cornell, D.M. IA 50313""--Photograph verso."		Railroad stations; Railroad signals; Railroad cars				Chicago and North Western Railway Company	United States -- Iowa -- Emmet County -- Armstrong	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	9	13	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,574,552 bytes, 1716 x 2659; JPEG image: 126,758 bytes"	12/16/2005	42armstrong03.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1192"	1192	1189.jpg	/railroadiana/image/1189.jpg
"Estherville, Iowa. CNW"	"Sims, Ronald D."		1988-04-14	"Sign for ""End Emmetsburg Block"" next to railroad tracks. Buildings, automobiles and water towers in background. ""S. edge of Estherville, Iowa. View looks N. Ron Sims photo, 2717 Cornell, D.M. IA 50313""--Photograph verso."		Railroad stations; Buildings; Water towers				Chicago and North Western Railway Company	United States -- Iowa -- Emmet County -- Estherville	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	9	13	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,635,672 bytes, 1752 x 2639; JPEG image: 140,707 bytes"	12/16/2005	42estherville04.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1193"	1193	1190.jpg	/railroadiana/image/1190.jpg
"Robbs, Iowa. CRIP"	"Sims, Ronald D."		1989-03-10	"Intersection of railroad tracks and road. Railroad crossing sign next to intersection. ""[Lo]oks W. Ron Sims photo, 2717 Cornell, DM IA 50313""--Photograph verso."		Railroad stations				"Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Emmet County -- Robbs	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,755,664 bytes, 1792 x 2648; JPEG image: 109,486 bytes"	12/16/2005	42robbs01.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1194"	1194	1191.jpg	/railroadiana/image/1191.jpg
"Raleigh, Iowa. MSTL"	"Sims, Ronald D."		1989-03-10	"Snow on ground. Utility lines. [Loo]ks NE. Ron Sims photo, 2717 Cornell, DM IA 50313""--Photograph verso."		Railroad stations				Minneapolis & St. Louis Railroad	United States -- Iowa -- Emmet County -- Raleigh	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,716,344 bytes, 1803 x 2610; JPEG image: 106,922 bytes"	12/16/2005	42raleigh01.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1195"	1195	1192.jpg	/railroadiana/image/1192.jpg
"Huntington, Iowa. MSTL"	"Sims, Ronald D."		1989-03-10	"Grain elevator. ""[Lo]oks N. Ron Sims photo, 2717 Cornell, DM IA 50313""--Photograph verso."		Railroad stations; Grain elevators				Minneapolis & St. Louis Railroad	United States -- Iowa -- Emmet County -- Huntington	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,771,080 bytes, 1812 x 2627; JPEG image: 116,420 bytes"	12/16/2005	42huntington01.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1196"	1196	1193.jpg	/railroadiana/image/1193.jpg
"Halfa, Iowa. CNW"	"Sims, Ronald D."		1989-03-10	"Grain elevator. ""[Lo]oks NW. Ron Sims photo, 2717 Cornell, DM IA 50313""--Photograph verso."		Railroad stations; Grain elevators				Chicago and North Western Railway Company	United States -- Iowa -- Emmet County -- Halfa	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,706,696 bytes, 1780 x 2638; JPEG image: 114,177 bytes"	12/16/2005	42halfa01.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1197"	1197	1194.jpg	/railroadiana/image/1194.jpg
"Griffin, Iowa. MSTL"	"Sims, Ronald D."		1989-03-10	"Open area to right of road. ""[Lo]oks NE. Ron Sims photo, 2717 Cornell, DM IA 50313""--Photograph verso."		Railroad stations				Minneapolis & St. Louis Railroad	United States -- Iowa -- Emmet County -- Griffin	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 4,737,200 bytes, 1801 x 2624; JPEG image: 134,998 bytes"	12/16/2005	42griffin01.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1198"	1198	1195.jpg	/railroadiana/image/1195.jpg
"East Fort Madison, IA. ATSF"	"Sims, Ronald D."		1992-07-28	"Sign for East Fort Madison next to railroad car and building. ""Looks N. across tracks. Ron Sims photo, 2717 Cornell, D.M. IA 50313""--Photograph verso."		Railroad stations				"Atchison, Topeka, and Santa Fe Railroad Company"	United States -- Iowa -- Lee County -- East Fort Madison	1990-2000	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	13	9	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 136,696 bytes, 2977 x 1986; JPEG image: 5,925,364 bytes"	12/21/2005	44eastfortmadison01.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1199"	1199	1196.jpg	/railroadiana/image/1196.jpg
"Fort Madison, IA. BN"	"Sims, Ronald D."		1992-07-28	"J. P. Vander Maas standing next to sign for Fort Madison. ""Looks N. - with J. P. Vander Maas R.R. historian.  Ron Sims photo, 2717 Cornell, D.M. IA 50313""--Photograph verso."		Railroad stations				Burlington Northern Railroad Company	United States -- Iowa -- Lee County -- Fort Madison	1990-2000	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	9	13	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 5,945,936 bytes, 2109 x 2813; JPEG image: 152,673 bytes"	12/21/2005	44fortmadison03.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1200"	1200	1197.jpg	/railroadiana/image/1197.jpg
"Galland, IA. BN"	"Sims, Ronald D."		1992-07-28	"Switch near tracks. ""Looks N. Ron Sims photo, 2717 Cornell, D.M. IA 50313""--Photograph verso."		Railroad stations; Railroad switching				Burlington Northern Railroad Company	United States -- Iowa -- Lee County -- Galland	1990-2000	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 44, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	9	13	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 5,841,924 bytes, 2071 x 2815; JPEG image: 135,855 bytes"	12/21/2005	44galland01.jpg				12/22/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,1201"	1201	1198.jpg	/railroadiana/image/1198.jpg
